Rank,Author,Title,Citations,Year,Source,cit/year
67,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=50&q=object+tracking&hl=en&as_sdt=0,5",0
78,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=60&q=object+tracking&hl=en&as_sdt=0,5",0
89,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=70&q=object+tracking&hl=en&as_sdt=0,5",0
100,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=80&q=object+tracking&hl=en&as_sdt=0,5",0
111,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=90&q=object+tracking&hl=en&as_sdt=0,5",0
122,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=100&q=object+tracking&hl=en&as_sdt=0,5",0
133,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=110&q=object+tracking&hl=en&as_sdt=0,5",0
144,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=120&q=object+tracking&hl=en&as_sdt=0,5",0
155,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=130&q=object+tracking&hl=en&as_sdt=0,5",0
177,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=150&q=object+tracking&hl=en&as_sdt=0,5",0
188,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=160&q=object+tracking&hl=en&as_sdt=0,5",0
199,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=170&q=object+tracking&hl=en&as_sdt=0,5",0
210,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=180&q=object+tracking&hl=en&as_sdt=0,5",0
221,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=190&q=object+tracking&hl=en&as_sdt=0,5",0
232,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=200&q=object+tracking&hl=en&as_sdt=0,5",0
243,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=210&q=object+tracking&hl=en&as_sdt=0,5",0
254,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=220&q=object+tracking&hl=en&as_sdt=0,5",0
265,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=230&q=object+tracking&hl=en&as_sdt=0,5",0
276,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=240&q=object+tracking&hl=en&as_sdt=0,5",0
331,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=290&q=object+tracking&hl=en&as_sdt=0,5",0
